"No.","Time","Source","Destination","Protocol","Length","Info", 1736885364.161848000, 45210
"1576","26.655883","142.251.135.78","10.49.10.60","TLSv1.3","252","Application Data, Application Data, Application Data", 1736885390.818086000, 53054
"1577","26.656238","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27672 Ack=133960 Win=221696 Len=0", 1736885390.818172000, 53054
"1578","26.656324","10.49.10.60","142.251.135.78","TLSv1.3","93","Application Data", 1736885390.843644000, 42510
"1579","26.681796","10.49.10.60","142.251.135.110","TLSv1.3","569","Application Data", 1736885390.843692000, 42510
"1580","26.681844","10.49.10.60","142.251.135.110","TLSv1.3","1432","Application Data", 1736885390.844085000, 57204
"1581","26.682237","10.49.10.60","142.251.133.170","TLSv1.2","257","Application Data", 1736885390.863678000, 443
"1582","26.701830","142.251.133.170","10.49.10.60","TCP","60","443  >  57190 [ACK] Seq=3054 Ack=2711 Win=1050 Len=0", 1736885390.868908000, 443
"1583","26.707060","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=133960 Ack=27711 Win=268800 Len=0", 1736885390.874621000, 443
"1584","26.712773","64.233.190.84","10.49.10.60","TCP","60","443  >  59972 [ACK] Seq=862 Ack=4890 Win=265216 Len=0", 1736885390.895313000, 443
"1585","26.733465","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=8380 Ack=6783 Win=263424 Len=0", 1736885390.895326000, 443
"1586","26.733478","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=8380 Ack=8161 Win=262144 Len=0", 1736885390.900384000, 443
"1587","26.738536","142.251.133.170","10.49.10.60","TCP","60","443  >  57204 [ACK] Seq=140 Ack=481 Win=1049 Len=0", 1736885390.933496000, 443
"1588","26.771648","64.233.190.84","10.49.10.60","TLSv1.3","1466","Application Data", 1736885390.933528000, 443
"1589","26.771680","64.233.190.84","10.49.10.60","TLSv1.3","540","Application Data", 1736885390.933533000, 443
"1590","26.771685","64.233.190.84","10.49.10.60","TLSv1.3","408","Application Data", 1736885390.933615000, 59972
"1591","26.771767","10.49.10.60","64.233.190.84","TCP","54","59972  >  443 [ACK] Seq=4890 Ack=3114 Win=63232 Len=0", 1736885390.936194000, 443
"1592","26.774346","64.233.190.84","10.49.10.60","TLSv1.3","156","Application Data", 1736885390.936333000, 443
"1593","26.774485","64.233.190.84","10.49.10.60","TLSv1.3","85","Application Data", 1736885390.936394000, 59972
"1594","26.774546","10.49.10.60","64.233.190.84","TCP","54","59972  >  443 [ACK] Seq=4890 Ack=3247 Win=64128 Len=0", 1736885390.936480000, 443
"1595","26.774632","64.233.190.84","10.49.10.60","TLSv1.3","93","Application Data", 1736885390.936589000, 59972
"1596","26.774741","10.49.10.60","64.233.190.84","TLSv1.3","93","Application Data", 1736885391.019229000, 443
"1597","26.857381","142.251.135.110","10.49.10.60","TLSv1.3","588","Application Data", 1736885391.019424000, 443
"1598","26.857576","142.251.135.110","10.49.10.60","TLSv1.3","336","Application Data", 1736885391.019846000, 42510
"1599","26.857998","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=8161 Ack=9196 Win=64128 Len=0", 1736885391.020776000, 443
"1600","26.858928","142.251.135.110","10.49.10.60","TLSv1.3","85","Application Data", 1736885391.020915000, 443
"1601","26.859067","142.251.135.110","10.49.10.60","TLSv1.3","93","Application Data", 1736885391.021107000, 42510
"1602","26.859259","10.49.10.60","142.251.135.110","TCP","54","42510  >  443 [ACK] Seq=8161 Ack=9266 Win=64128 Len=0", 1736885391.021175000, 42510
"1603","26.859327","10.49.10.60","142.251.135.110","TLSv1.3","93","Application Data", 1736885391.049217000, 443
"1604","26.887369","64.233.190.84","10.49.10.60","TCP","60","443  >  59972 [ACK] Seq=3286 Ack=4929 Win=265216 Len=0", 1736885391.072175000, 443
"1605","26.910327","142.251.135.110","10.49.10.60","TCP","60","443  >  42510 [ACK] Seq=9266 Ack=8200 Win=262144 Len=0", 1736885391.099686000, 443
"1606","26.937838","142.251.133.170","10.49.10.60","TLSv1.2","123","Application Data", 1736885391.099875000, 443
"1607","26.938027","142.251.133.170","10.49.10.60","TLSv1.2","85","Application Data", 1736885391.099927000, 443
"1608","26.938079","142.251.133.170","10.49.10.60","TLSv1.2","93","Application Data", 1736885391.100369000, 57204
"1609","26.938521","10.49.10.60","142.251.133.170","TCP","54","57204  >  443 [ACK] Seq=481 Ack=279 Win=501 Len=0", 1736885391.100430000, 57204
"1610","26.938582","10.49.10.60","142.251.133.170","TLSv1.2","93","Application Data", 1736885391.102410000, 57190
"1611","26.940562","10.49.10.60","142.251.133.170","TCP","1466","57190  >  443 [ACK] Seq=2711 Ack=3054 Win=501 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.102421000, 57190
"1612","26.940573","10.49.10.60","142.251.133.170","TLSv1.2","454","Application Data", 1736885391.102510000, 57190
"1613","26.940662","10.49.10.60","142.251.133.170","TLSv1.2","504","Application Data", 1736885391.156200000, 443
"1614","26.994352","142.251.133.170","10.49.10.60","TCP","60","443  >  57204 [ACK] Seq=279 Ack=520 Win=1049 Len=0", 1736885391.158136000, 443
"1615","26.996288","142.251.133.170","10.49.10.60","TCP","60","443  >  57190 [ACK] Seq=3054 Ack=4123 Win=1050 Len=0", 1736885391.158190000, 443
"1616","26.996342","142.251.133.170","10.49.10.60","TCP","60","443  >  57190 [ACK] Seq=3054 Ack=4523 Win=1050 Len=0", 1736885391.158219000, 443
"1617","26.996371","142.251.133.170","10.49.10.60","TCP","60","443  >  57190 [ACK] Seq=3054 Ack=4973 Win=1050 Len=0", 1736885391.302870000, 443
"1618","27.141022","142.251.135.78","10.49.10.60","TLSv1.3","570","Application Data", 1736885391.302908000, 443
"1619","27.141060","142.251.135.78","10.49.10.60","TLSv1.3","595","Application Data", 1736885391.303097000, 443
"1620","27.141249","142.251.135.78","10.49.10.60","TLSv1.3","272","Application Data", 1736885391.303123000, 443
"1621","27.141275","142.251.135.78","10.49.10.60","TLSv1.3","302","Application Data", 1736885391.303141000, 53054
"1622","27.141293","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27711 Ack=135483 Win=232960 Len=0", 1736885391.303366000, 443
"1623","27.141518","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885391.303504000, 443
"1624","27.141656","142.251.135.78","10.49.10.60","TLSv1.3","93","Application Data", 1736885391.303795000, 53054
"1625","27.141947","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27711 Ack=135553 Win=232960 Len=0", 1736885391.303855000, 53054
"1626","27.142007","10.49.10.60","142.251.135.78","TLSv1.3","93","Application Data", 1736885391.354095000, 443
"1627","27.192247","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=135553 Ack=27750 Win=268800 Len=0", 1736885391.356699000, 443
"1628","27.194851","142.251.135.78","10.49.10.60","TLSv1.3","575","Application Data", 1736885391.356745000, 443
"1629","27.194897","142.251.135.78","10.49.10.60","TLSv1.3","655","Application Data", 1736885391.357009000, 443
"1630","27.195161","142.251.135.78","10.49.10.60","TLSv1.3","279","Application Data, Application Data", 1736885391.357098000, 443
"1631","27.195250","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885391.357286000, 443
"1632","27.195438","142.251.135.78","10.49.10.60","TLSv1.3","93","Application Data", 1736885391.357313000, 53054
"1633","27.195465","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27750 Ack=136970 Win=241408 Len=0", 1736885391.357712000, 53054
"1634","27.195864","10.49.10.60","142.251.135.78","TLSv1.3","93","Application Data", 1736885391.360818000, 443
"1635","27.198970","142.251.133.170","10.49.10.60","TLSv1.2","123","Application Data", 1736885391.360863000, 443
"1636","27.199015","142.251.133.170","10.49.10.60","TLSv1.2","139","Application Data", 1736885391.360925000, 443
"1637","27.199077","142.251.133.170","10.49.10.60","TLSv1.2","85","Application Data", 1736885391.360977000, 443
"1638","27.199129","142.251.133.170","10.49.10.60","TLSv1.2","93","Application Data", 1736885391.361508000, 57190
"1639","27.199660","10.49.10.60","142.251.133.170","TCP","54","57190  >  443 [ACK] Seq=4973 Ack=3278 Win=501 Len=0", 1736885391.361568000, 57190
"1640","27.199720","10.49.10.60","142.251.133.170","TLSv1.2","93","Application Data", 1736885391.363818000, 443
"1641","27.201970","142.251.135.78","10.49.10.60","TLSv1.3","571","Application Data", 1736885391.363863000, 443
"1642","27.202015","142.251.135.78","10.49.10.60","TLSv1.3","470","Application Data", 1736885391.364002000, 443
"1643","27.202154","142.251.135.78","10.49.10.60","TLSv1.3","114","Application Data", 1736885391.364045000, 443
"1644","27.202197","142.251.135.78","10.49.10.60","TLSv1.3","265","Application Data, Application Data", 1736885391.364861000, 53054
"1645","27.203013","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27789 Ack=138174 Win=249856 Len=0", 1736885391.366752000, 443
"1646","27.204904","142.251.135.78","10.49.10.60","TLSv1.3","570","Application Data", 1736885391.366893000, 443
"1647","27.205045","142.251.135.78","10.49.10.60","TLSv1.3","554","Application Data", 1736885391.367059000, 443
"1648","27.205211","142.251.135.78","10.49.10.60","TLSv1.3","242","Application Data", 1736885391.367129000, 443
"1649","27.205281","142.251.135.78","10.49.10.60","TLSv1.3","124","Application Data", 1736885391.367148000, 443
"1650","27.205300","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885391.367407000, 53054
"1651","27.205559","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27789 Ack=139479 Win=258304 Len=0", 1736885391.409405000, 57204
"1652","27.247557","10.49.10.60","142.251.133.170","TLSv1.2","289","Application Data", 1736885391.411207000, 57204
"1653","27.249359","10.49.10.60","142.251.133.170","TLSv1.2","276","Application Data", 1736885391.414264000, 443
"1654","27.252416","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=139479 Ack=27789 Win=268800 Len=0", 1736885391.414460000, 38262
"1655","27.252612","10.49.10.60","142.251.129.67","TCP","1466","38262  >  443 [ACK] Seq=23521 Ack=670157 Win=1310720 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.414464000, 38262
"1656","27.252616","10.49.10.60","142.251.129.67","TLSv1.3","545","Application Data", 1736885391.416812000, 38262
"1657","27.254964","10.49.10.60","142.251.129.67","TCP","1466","38262  >  443 [ACK] Seq=25424 Ack=670157 Win=1310720 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.416817000, 38262
"1658","27.254969","10.49.10.60","142.251.129.67","TLSv1.3","561","Application Data", 1736885391.417352000, 443
"1659","27.255504","142.251.133.170","10.49.10.60","TCP","60","443  >  57190 [ACK] Seq=3278 Ack=5012 Win=1050 Len=0", 1736885391.423098000, 443
"1660","27.261250","142.251.135.78","10.49.10.60","TLSv1.3","573","Application Data", 1736885391.423155000, 443
"1661","27.261307","142.251.135.78","10.49.10.60","TLSv1.3","736","Application Data", 1736885391.423332000, 53054
"1662","27.261484","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27789 Ack=140680 Win=264064 Len=0", 1736885391.423402000, 443
"1663","27.261554","142.251.135.78","10.49.10.60","TLSv1.3","221","Application Data", 1736885391.423494000, 443
"1664","27.261646","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885391.423513000, 443
"1665","27.261665","142.251.135.78","10.49.10.60","TLSv1.3","93","Application Data", 1736885391.423514000, 53054
"1666","27.261666","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27789 Ack=140878 Win=266880 Len=0", 1736885391.423579000, 53054
"1667","27.261731","10.49.10.60","142.251.135.78","TLSv1.3","93","Application Data", 1736885391.465674000, 443
"1668","27.303826","142.251.133.170","10.49.10.60","TCP","60","443  >  57204 [ACK] Seq=279 Ack=755 Win=1049 Len=0", 1736885391.468817000, 443
"1669","27.306969","142.251.133.170","10.49.10.60","TCP","60","443  >  57204 [ACK] Seq=279 Ack=977 Win=1049 Len=0", 1736885391.474402000, 443
"1670","27.312554","142.251.129.67","10.49.10.60","TCP","66","[TCP Dup ACK 1548#1] 443  >  38262 [ACK] Seq=670157 Ack=23521 Win=247808 Len=0 SLE=24933 SRE=25424", 1736885391.474417000, 443
"1671","27.312569","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=670157 Ack=25424 Win=246016 Len=0", 1736885391.474421000, 443
"1672","27.312573","142.251.129.67","10.49.10.60","TLSv1.3","155","Application Data", 1736885391.474429000, 38262
"1673","27.312581","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=670258 Win=1310720 Len=0", 1736885391.474434000, 443
"1674","27.312586","142.251.129.67","10.49.10.60","TLSv1.3","337","Application Data", 1736885391.474436000, 38262
"1675","27.312588","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=670541 Win=1310720 Len=0", 1736885391.474437000, 443
"1676","27.312589","142.251.129.67","10.49.10.60","TLSv1.3","93","Application Data", 1736885391.474438000, 38262
"1677","27.312590","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=670580 Win=1310720 Len=0", 1736885391.474440000, 443
"1678","27.312592","142.251.129.67","10.49.10.60","TCP","66","[TCP Dup ACK 1671#1] 443  >  38262 [ACK] Seq=670580 Ack=25424 Win=246016 Len=0 SLE=26836 SRE=27343", 1736885391.474442000, 443
"1679","27.312594","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=670580 Ack=27343 Win=244224 Len=0", 1736885391.474601000, 443
"1680","27.312753","142.251.129.67","10.49.10.60","TLSv1.3","133","Application Data", 1736885391.474608000, 38262
"1681","27.312760","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=670659 Win=1310720 Len=0", 1736885391.474637000, 443
"1682","27.312789","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.474639000, 38262
"1683","27.312791","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=672071 Win=1313664 Len=0", 1736885391.474653000, 443
"1684","27.312805","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.474656000, 38262
"1685","27.312808","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=673483 Win=1316608 Len=0", 1736885391.474666000, 443
"1686","27.312818","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.474668000, 38262
"1687","27.312820","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=674895 Win=1319552 Len=0", 1736885391.474674000, 443
"1688","27.312826","142.251.129.67","10.49.10.60","TLSv1.3","1002","Application Data", 1736885391.474675000, 38262
"1689","27.312827","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=27343 Ack=675843 Win=1322368 Len=0", 1736885391.474715000, 38262
"1690","27.312867","10.49.10.60","142.251.129.67","TLSv1.3","93","Application Data", 1736885391.478255000, 38262
"1691","27.316407","10.49.10.60","142.251.129.67","TCP","1466","38262  >  443 [ACK] Seq=27382 Ack=675843 Win=1322368 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.478260000, 38262
"1692","27.316412","10.49.10.60","142.251.129.67","TLSv1.3","567","Application Data", 1736885391.479248000, 443
"1693","27.317400","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=140917 Ack=27828 Win=268800 Len=0", 1736885391.479358000, 443
"1694","27.317510","142.251.135.78","10.49.10.60","TLSv1.3","575","Application Data", 1736885391.479551000, 443
"1695","27.317703","142.251.135.78","10.49.10.60","TLSv1.3","749","Application Data", 1736885391.479679000, 53054
"1696","27.317831","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27828 Ack=142133 Win=272512 Len=0", 1736885391.479769000, 443
"1697","27.317921","142.251.135.78","10.49.10.60","TLSv1.3","192","Application Data", 1736885391.479853000, 38262
"1698","27.318005","10.49.10.60","142.251.129.67","TCP","1466","38262  >  443 [ACK] Seq=29307 Ack=675843 Win=1322368 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.479856000, 38262
"1699","27.318008","10.49.10.60","142.251.129.67","TLSv1.3","578","Application Data", 1736885391.479956000, 443
"1700","27.318108","142.251.135.78","10.49.10.60","TLSv1.3","195","Application Data", 1736885391.479978000, 53054
"1701","27.318130","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27828 Ack=142412 Win=278144 Len=0", 1736885391.480298000, 443
"1702","27.318450","142.251.135.78","10.49.10.60","TLSv1.3","85","Application Data", 1736885391.480537000, 443
"1703","27.318689","142.251.135.78","10.49.10.60","TLSv1.3","93","Application Data", 1736885391.480563000, 53054
"1704","27.318715","10.49.10.60","142.251.135.78","TCP","54","53054  >  443 [ACK] Seq=27828 Ack=142482 Win=278144 Len=0", 1736885391.480585000, 53054
"1705","27.318737","10.49.10.60","142.251.135.78","TLSv1.3","93","Application Data", 1736885391.505630000, 53054
"1706","27.343782","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [ACK] Seq=27867 Ack=142482 Win=278144 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.505635000, 53054
"1707","27.343787","10.49.10.60","142.251.135.78","TLSv1.3","1330","Application Data", 1736885391.505668000, 53054
"1708","27.343820","10.49.10.60","142.251.135.78","TLSv1.3","1432","Application Data", 1736885391.507085000, 53054
"1709","27.345237","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [ACK] Seq=31933 Ack=142482 Win=278144 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.507090000, 53054
"1710","27.345242","10.49.10.60","142.251.135.78","TLSv1.3","1330","Application Data", 1736885391.507124000, 53054
"1711","27.345276","10.49.10.60","142.251.135.78","TLSv1.3","1432","Application Data", 1736885391.508385000, 53054
"1712","27.346537","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [ACK] Seq=35999 Ack=142482 Win=278144 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.508390000, 53054
"1713","27.346542","10.49.10.60","142.251.135.78","TLSv1.3","1330","Application Data", 1736885391.508420000, 53054
"1714","27.346572","10.49.10.60","142.251.135.78","TLSv1.3","1432","Application Data", 1736885391.509790000, 53054
"1715","27.347942","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [ACK] Seq=40065 Ack=142482 Win=278144 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.509801000, 53054
"1716","27.347953","10.49.10.60","142.251.135.78","TLSv1.3","1330","Application Data", 1736885391.534452000, 443
"1717","27.372604","142.251.129.67","10.49.10.60","TCP","66","443  >  38262 [ACK] Seq=675843 Ack=27382 Win=244224 Len=0 SLE=28794 SRE=29307", 1736885391.534468000, 443
"1718","27.372620","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=675843 Ack=29307 Win=242432 Len=0", 1736885391.535573000, 443
"1719","27.373725","142.251.129.67","10.49.10.60","TLSv1.3","160","Application Data", 1736885391.535584000, 443
"1720","27.373736","142.251.129.67","10.49.10.60","TLSv1.3","970","Application Data", 1736885391.535681000, 443
"1721","27.373833","142.251.129.67","10.49.10.60","TLSv1.3","93","Application Data", 1736885391.535732000, 443
"1722","27.373884","142.251.129.67","10.49.10.60","TCP","66","[TCP Dup ACK 1718#1] 443  >  38262 [ACK] Seq=676904 Ack=29307 Win=242432 Len=0 SLE=30719 SRE=31243", 1736885391.535766000, 443
"1723","27.373918","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=676904 Ack=31243 Win=240640 Len=0", 1736885391.535868000, 38262
"1724","27.374020","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=31243 Ack=676904 Win=1325312 Len=0", 1736885391.535895000, 38262
"1725","27.374047","10.49.10.60","142.251.129.67","TLSv1.3","93","Application Data", 1736885391.536630000, 443
"1726","27.374782","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=27867 Win=268800 Len=0", 1736885391.536668000, 53054
"1727","27.374820","10.49.10.60","142.251.135.78","TLSv1.3","1466","Application Data", 1736885391.536672000, 53054
"1728","27.374824","10.49.10.60","142.251.135.78","TCP","1466","53054  >  443 [PSH, ACK] Seq=44165 Ack=142482 Win=278144 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.536878000, 443
"1729","27.375030","142.251.129.67","10.49.10.60","TLSv1.3","133","Application Data", 1736885391.536997000, 443
"1730","27.375149","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.537004000, 38262
"1731","27.375156","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=31282 Ack=678395 Win=1328256 Len=0", 1736885391.537072000, 443
"1732","27.375224","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.537188000, 443
"1733","27.375340","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.537194000, 38262
"1734","27.375346","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=31282 Ack=681219 Win=1334144 Len=0", 1736885391.537222000, 443
"1735","27.375374","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.537390000, 443
"1736","27.375542","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.537396000, 38262
"1737","27.375548","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=31282 Ack=684043 Win=1339904 Len=0", 1736885391.537473000, 443
"1738","27.375625","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.537551000, 443
"1739","27.375703","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.537557000, 38262
"1740","27.375709","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=31282 Ack=686867 Win=1345792 Len=0", 1736885391.537643000, 443
"1741","27.375795","142.251.129.67","10.49.10.60","TLSv1.3","1307","Application Data", 1736885391.556776000, 443
"1742","27.394928","142.251.135.78","10.49.10.60","TCP","66","[TCP Dup ACK 1726#1] 443  >  53054 [ACK] Seq=142482 Ack=27867 Win=268800 Len=0 SLE=29279 SRE=30555", 1736885391.556797000, 53054
"1743","27.394949","10.49.10.60","142.251.135.78","TLSv1.3","1466","Application Data", 1736885391.556803000, 443
"1744","27.394955","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=30555 Win=268800 Len=0", 1736885391.556808000, 53054
"1745","27.394960","10.49.10.60","142.251.135.78","TLSv1.3","1262","Application Data", 1736885391.556809000, 443
"1746","27.394961","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=31933 Win=268800 Len=0", 1736885391.557670000, 443
"1747","27.395822","142.251.135.78","10.49.10.60","TCP","66","[TCP Dup ACK 1746#1] 443  >  53054 [ACK] Seq=142482 Ack=31933 Win=268800 Len=0 SLE=33345 SRE=34621", 1736885391.557676000, 443
"1748","27.395828","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=34621 Win=268800 Len=0", 1736885391.557683000, 443
"1749","27.395835","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=35999 Win=268800 Len=0", 1736885391.558953000, 443
"1750","27.397105","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=37411 Win=268800 Len=0", 1736885391.558960000, 443
"1751","27.397112","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=38687 Win=268800 Len=0", 1736885391.559012000, 443
"1752","27.397164","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=40065 Win=268800 Len=0", 1736885391.560491000, 443
"1753","27.398643","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=41477 Win=268800 Len=0", 1736885391.560516000, 443
"1754","27.398668","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=42753 Win=268800 Len=0", 1736885391.577816000, 38262
"1755","27.415968","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=31282 Ack=688120 Win=1348736 Len=0", 1736885391.587307000, 443
"1756","27.425459","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=44165 Win=268800 Len=0", 1736885391.587670000, 443
"1757","27.425822","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=45577 Win=268800 Len=0", 1736885391.595852000, 38262
"1758","27.434004","10.49.10.60","142.251.129.67","TCP","1466","38262  >  443 [ACK] Seq=31282 Ack=688120 Win=1348736 Len=1412 [TCP segment of a reassembled PDU]", 1736885391.595856000, 38262
"1759","27.434008","10.49.10.60","142.251.129.67","TLSv1.3","617","Application Data", 1736885391.596411000, 443
"1760","27.434563","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=688120 Ack=31282 Win=240640 Len=0", 1736885391.607503000, 443
"1761","27.445655","142.251.135.78","10.49.10.60","TCP","66","[TCP Dup ACK 1757#1] 443  >  53054 [ACK] Seq=142482 Ack=45577 Win=268800 Len=0 SLE=46989 SRE=48197", 1736885391.607529000, 443
"1762","27.445681","142.251.135.78","10.49.10.60","TCP","60","443  >  53054 [ACK] Seq=142482 Ack=48197 Win=268800 Len=0", 1736885391.651745000, 443
"1763","27.489897","142.251.129.67","10.49.10.60","TCP","66","[TCP Dup ACK 1760#1] 443  >  38262 [ACK] Seq=688120 Ack=31282 Win=240640 Len=0 SLE=32694 SRE=33257", 1736885391.651763000, 443
"1764","27.489915","142.251.129.67","10.49.10.60","TCP","60","443  >  38262 [ACK] Seq=688120 Ack=33257 Win=238848 Len=0", 1736885391.651951000, 443
"1765","27.490103","142.251.133.170","10.49.10.60","TLSv1.2","123","Application Data", 1736885391.652191000, 443
"1766","27.490343","142.251.133.170","10.49.10.60","TLSv1.2","85","Application Data", 1736885391.652221000, 57204
"1767","27.490373","10.49.10.60","142.251.133.170","TCP","54","57204  >  443 [ACK] Seq=977 Ack=379 Win=501 Len=0", 1736885391.652310000, 443
"1768","27.490462","142.251.133.170","10.49.10.60","TLSv1.2","93","Application Data", 1736885391.652351000, 57204
"1769","27.490503","10.49.10.60","142.251.133.170","TLSv1.2","93","Application Data", 1736885391.653190000, 57190
"1770","27.491342","10.49.10.60","142.251.133.170","TLSv1.2","1419","Application Data", 1736885391.653482000, 443
"1771","27.491634","142.251.129.67","10.49.10.60","TLSv1.3","163","Application Data", 1736885391.653498000, 38262
"1772","27.491650","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=33257 Ack=688229 Win=1348736 Len=0", 1736885391.653594000, 443
"1773","27.491746","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.653599000, 38262
"1774","27.491751","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=33257 Ack=689641 Win=1351680 Len=0", 1736885391.653710000, 443
"1775","27.491862","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.653721000, 38262
"1776","27.491873","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=33257 Ack=691053 Win=1354496 Len=0", 1736885391.653810000, 443
"1777","27.491962","142.251.129.67","10.49.10.60","TLSv1.3","1466","Application Data", 1736885391.653820000, 38262
"1778","27.491972","10.49.10.60","142.251.129.67","TCP","54","38262  >  443 [ACK] Seq=33257 Ack=692465 Win=1357440 Len=0", 1736885391.653903000, 443
